age,income,loan_amount,loan_term,credit_score,employment_length,home_ownership,purpose,dti_ratio,has_cosigner,previous_defaults,approval
33,87944.53032963858,274369.157391267,180,587.6673819195253,5.041190492868778,0,0,0.4893489505330504,0,0,0
32,378493.9738341548,274017.58564077475,360,646.999183790256,8.267257330296696,1,0,0.12847834764119975,0,0,1
64,34078.553373430645,251091.13886202147,120,652.3445916304015,2.1796069116396395,2,0,0.7293677178166683,0,0,0
68,117068.85672924932,71718.96353413185,60,811.035049396183,0.3692253949398051,1,1,0.16920689204646655,0,0,1
61,103310.23403175767,250557.3618577629,180,648.7286830044786,5.891949744058956,1,2,0.33952983042780405,0,0,1
72,48854.287770297655,88706.43070822248,60,583.8338802730274,2.0724945780130417,0,1,0.6375942567122083,0,0,0
69,160770.89703229466,67437.21421640375,180,710.1573505572258,1.4323916653877262,1,1,0.09897821459948508,0,0,1
74,45080.85772352998,466659.63008387806,120,550.9146407651876,5.842734857760322,1,0,0.5288867834147645,0,1,0
20,46507.831948960345,304450.2565081136,60,806.7995066553381,17.464338339569757,0,2,0.7023817195611445,0,0,1
54,20000.0,331447.57877166924,240,759.9992681965731,6.8387837941476,1,2,1.7397730988062248,0,0,1
68,79723.4968584184,203887.86681501506,120,640.0110398166021,3.379976007408223,0,0,0.4001953320604773,0,0,0
24,23674.24581572105,454945.5414978578,60,650.9278874524344,4.587841768729396,0,3,2.1443745689048197,0,0,0
38,40720.8352486036,320775.5923419344,180,724.8735074072205,0.7673815036935729,0,2,0.04677463945938268,0,0,0
26,29191.891253060625,385739.0854141758,180,589.6953552523653,8.388939391078457,0,1,0.68440309856178,1,0,0
56,46334.30629872132,187438.42216871836,120,621.2104294322155,4.635431608259254,0,2,0.9709871674941074,0,0,0
35,81692.3924750566,480205.8810054671,120,677.4586903131309,16.882094302544388,1,1,0.4787098896883524,0,1,0
21,60342.931474154866,411128.33862836595,180,568.1217362329463,19.43259709418367,1,0,0.913048080445172,0,0,0
42,98395.3576283838,427704.4891921991,60,654.5661400284354,2.1893219024426678,2,2,0.35856632441736147,0,0,0
31,145210.64261160092,90236.16237574836,240,592.6941080886725,22.347053174560138,0,1,0.26367939486939834,0,0,0
67,46251.207204808416,139126.78789625366,360,842.6199160319334,15.713455992749756,0,0,0.9145021754798407,1,0,1
26,42830.379474594636,146385.16684337065,120,659.6564293964165,5.105922946129763,2,2,0.26084373018925433,0,0,1
43,117056.19031130603,139100.06550720122,180,605.3175945985375,2.0283088506680365,1,2,0.3860935554592598,0,1,0
70,123739.41013690578,428427.04024162254,60,767.4449591416184,6.998726518961357,1,0,0.14541348057625444,0,0,1
19,100550.32301451164,20782.973628253094,120,637.1514140501754,1.5820351008787434,1,3,0.25330670295571833,0,0,1
37,30744.759479574062,42669.49454548328,60,589.7514296230535,4.969152307197532,1,1,0.02733441759124278,0,0,1
45,80487.61059027801,140587.86096180233,120,788.7529919057946,0.12444392987832492,0,0,0.6288415756638867,0,0,1
64,64642.632817424914,103937.1224514746,180,667.6858461867363,4.952146552883599,2,2,0.8850130502746575,0,1,0
24,125087.68607355526,119770.50887200994,60,784.1021304225833,15.14213326046104,0,2,0.0288714036085361,1,0,1
61,40094.30315826123,399981.8786803835,180,698.4946128998399,1.340332232844873,0,0,0.950559251167682,0,0,0
25,20000.0,283747.6639765632,60,712.9198785446457,7.529433614204684,1,3,2.8823360284743087,0,0,1
64,97067.87550651022,7856.477340019157,120,756.3178789679631,1.7366193655448154,1,3,0.37514004613345986,0,0,1
52,20000.0,217514.76902357666,360,636.5172639623133,6.152435249527649,2,3,2.393852961564225,0,0,0
31,35880.19020396628,206903.03879092768,360,618.9785433188906,6.019403540726688,0,1,0.19753872679433032,0,0,0
34,29253.75270616392,61402.908375049046,240,820.1836806061214,1.021227140837613,1,3,0.5021915143437399,0,0,1
53,29116.075705420288,339690.1853577213,240,757.891930658643,4.545680815008755,1,3,0.7124617879535887,1,0,1
67,35442.890803197515,352538.1082478481,180,693.2502017750179,9.80097178053897,0,4,1.6609818681610395,0,0,0
57,140387.46680606023,361842.14343078836,60,779.5700912423562,2.4106488283116763,1,4,0.33412297613923786,1,0,1
21,106339.1499476112,365593.1180515031,240,754.0159708870141,6.1941490848026115,1,1,0.4997197381759975,0,0,1
19,50200.914497986036,5026.149331486917,120,794.3302867018856,5.610889474575023,1,0,0.5821524462921115,0,1,0
23,132393.84457796725,477190.79790412745,360,585.7165457119587,1.4887563306350033,2,0,0.3248513668524432,1,0,0
71,28463.902695353874,408033.3396920582,60,693.5820959631002,12.544576408553198,1,1,1.5420898898456081,0,0,0
59,25879.375817179767,452470.93981169624,360,812.9802999991599,4.144972941004326,2,3,1.3190188160584149,1,0,0
21,109591.78118240781,12743.431177179897,60,850.0,2.1947939831753676,1,2,0.48067609152718144,0,0,1
71,89836.8261089047,467260.103913941,240,646.406175318668,0.897777184382378,1,3,0.1056924422727148,0,0,0
46,43382.682464012476,405845.32170061185,240,715.9165384811063,3.207124239100368,2,1,0.07955205155351584,0,0,1
35,27042.835137260514,419423.4757645558,180,701.9335818584628,6.548767743220628,0,0,0.6746108404966582,0,1,0
43,166343.8503338212,51177.25543737441,60,575.5818784289804,4.886049318167864,2,0,0.03183952172029431,1,1,0
61,20000.0,370695.12431470584,120,671.2440193575986,6.492380140834762,0,2,0.18094848796633445,1,0,1
51,39383.485011151846,480158.761372835,240,542.1307321273528,7.845338154813342,2,3,0.6384754372678317,0,0,0
27,70263.20698147311,340880.93400198955,180,683.2678390678849,2.9080716633906603,1,3,0.17121821787410493,0,0,1
53,211401.69405724978,287427.8952891802,240,596.1981123215371,3.6715772587216033,2,1,0.22425955496267433,0,0,0
31,78289.60765450737,473086.6904857535,360,716.9914781482164,21.496563304535734,2,4,0.4443381976244708,0,0,1
48,83802.0925656857,224253.87525854583,240,669.0102779696772,17.21813393388475,1,0,0.25817459163356815,1,0,1
65,40192.32797080887,301650.315323687,60,667.4184920218377,2.679154366759664,1,1,0.42775945998846904,0,0,1
32,89137.56750881561,240787.45527971126,180,850.0,5.778763603687108,1,0,0.37905779073760715,0,1,0
25,64454.60938700639,466758.8795733481,60,707.0809168853652,1.557075280074034,0,0,0.40400719472584323,0,1,0
31,20000.0,42661.939748926095,120,850.0,0.8284877954659753,0,4,0.16720554071195715,0,0,1
40,104302.89503857114,253054.25190854736,120,744.6371533215678,7.3137440616444795,1,3,0.3826493661196918,0,0,1
74,118098.62658852308,345041.458485792,240,781.5552859926082,2.8651008655921895,1,0,0.25390181181252885,0,0,1
57,105067.21153089606,396993.73651900725,180,613.0477631595578,0.9743162016348839,0,0,0.15812712129017345,1,1,0
38,61287.3996115601,293594.2304848475,180,630.632135706887,7.111637608831469,0,0,0.2843146604784754,0,0,0
33,30658.835842569144,454914.2833401197,180,701.7263879259107,12.335551332625293,0,0,0.8861091704946638,0,0,0
62,20000.0,471285.7662075165,180,821.3075236719983,13.53576555237207,0,2,2.4827773861669042,1,0,1
35,66832.01584213042,36838.015480823844,240,663.7045978846068,4.535833767010883,0,2,0.37980351930188094,1,0,1
64,127689.8354587552,204173.41707298032,60,556.8547708770955,3.266182844273126,0,1,0.3945094745708289,0,0,1
70,120195.24345255988,16612.215751971446,240,739.79903585471,0.7649784879910083,0,0,0.21208653587388507,0,0,1
41,106006.00160173346,168061.24540034926,60,706.397831028009,7.870107812746287,1,0,0.46973557345261724,0,0,1
43,56843.22478407613,270749.7678954481,360,644.8989922662821,14.531574575495391,0,1,0.9832622632401831,1,0,1
42,128184.37316138644,455843.49060242466,360,662.6936213036207,11.011907871866942,2,3,0.009630134195167834,0,0,1
62,114337.88837479195,424044.3896203744,60,612.8926329104759,6.967268731080879,1,4,0.03266655337467916,0,0,0
58,44540.60426418427,68112.36470263293,240,792.3906751262772,0.022896658718571238,0,0,0.18053544350343567,1,0,1
46,96145.56380039468,51050.035496743374,120,702.3324096991327,2.619139563489841,0,1,0.07620974356317808,1,0,1
32,41143.802951929596,296687.3326845502,240,724.0477389891578,2.644219678964839,1,0,0.6627650106592776,0,1,0
62,87379.58578713817,268398.39636709745,120,640.3573507792552,11.238980643517769,0,0,0.5246310551799608,0,0,0
18,24115.69974271623,136856.9325078618,240,833.6227249624607,0.3395247295295952,2,0,2.3917906395155955,0,0,0
42,25449.509123868822,450229.2768541484,180,722.07966869447,3.7881360784464984,1,4,0.9849639423715776,0,0,0
24,125585.85821666768,464046.372683469,180,485.8864284030094,0.7316904118981946,1,3,0.32892929809481103,0,0,0
26,115415.28602933667,204292.66197838052,360,745.9981594807101,5.427896653138262,2,0,0.3303757762137479,0,1,1
41,93295.58622766659,445699.7657711925,360,673.5679308330691,7.857231314095073,1,1,0.25286310994758165,0,0,1
18,63676.96598892736,195054.70266017146,60,683.6054911902859,5.1355418301558835,2,1,0.6794829254541462,1,0,1
61,20000.0,369724.33175570157,120,799.3690952092956,7.913618212162389,2,0,1.7758532500766742,1,0,1
25,56816.77202517735,240591.39768612344,180,708.8571617814491,4.6760465463695935,2,2,0.8025160466358485,1,0,1
41,82283.69225516703,65678.66247105558,240,850.0,1.0526121099821342,2,2,0.14120564957295034,0,0,1
28,41179.124774790514,464327.4296123257,60,710.559313815104,2.4117052641947074,0,1,0.5249330391165633,0,0,0
68,36361.07324460814,229777.8137218806,240,653.3382989040789,15.717545106914601,0,3,1.1075942273780863,0,0,0
34,164570.49060334617,368571.0849595898,180,518.6712052375623,1.6996153088228119,0,2,0.045501521708550964,0,0,0
25,57399.89230152652,186751.03814348963,180,628.2130052048144,0.3246256953944843,2,0,0.8052951360349091,0,1,0
52,82318.95028195252,14346.034895236156,180,667.775487903084,2.4292829290008324,0,1,0.0972605494743319,0,0,1
52,102939.01692016014,54762.52755245878,180,846.6288172339237,2.280954282460903,0,0,0.18911438679418469,0,0,1
50,29702.724258107755,250628.64234751256,240,653.944566928709,3.177305567240196,1,2,0.4798118945674114,0,0,0
22,68544.96250794714,346532.3567775494,60,850.0,4.108351927946948,0,2,0.053382970289084376,0,0,1
59,150806.2449952868,170693.98665674313,180,585.168994863091,24.413365549094497,1,3,0.10768393718665102,1,1,0
56,213941.1440364439,349266.78729293693,360,622.7531973380527,7.057731465314214,2,3,0.25563419698133316,0,0,1
58,61571.567601084986,350824.61676881823,60,812.6976987349798,0.18275337852949014,1,3,0.02624131364324939,0,0,1
45,50687.74867344847,353448.27412727627,360,640.4877978992796,6.236356122433567,1,1,0.019920708043167347,0,0,0
24,72281.01937131307,248798.31774015166,240,809.9228645693762,8.692944519818234,1,2,0.5846072903010794,0,1,1
26,71007.86559525771,457868.6443101445,180,617.3698482910576,11.29910040323109,1,3,0.3099965717048942,0,0,0
25,158060.10424579523,247152.27640040472,60,627.3909841840826,2.758291068295227,0,0,0.0872102723091565,0,0,1
29,29807.812947686998,227881.2707808359,180,764.1848933956967,1.8816599053681307,1,1,1.0243062490507386,0,0,0
51,49221.64967230557,103693.50541026036,180,618.7698651317468,9.141851488441015,0,0,0.3250710271508548,0,0,0
50,27391.85734954577,157289.26824138657,60,672.559565441488,7.516735028451102,1,1,0.8586885895256456,0,0,0
65,29481.952632324967,25955.573796560155,180,739.4778625689484,3.8398110896819313,1,3,1.4558120982301084,0,0,1
72,77932.76997442711,318599.97034000425,180,674.7394270842645,0.6271516715847254,0,0,0.09000608949590888,0,0,1
40,105545.82408862938,128025.19324391098,120,643.7421597350217,5.274336134952185,1,2,0.54553908669399,0,0,1
41,38003.206410762126,155556.8509703052,120,579.277209402067,0.33961489744677553,1,1,0.06714488847500502,0,0,0
54,102792.36432832401,386553.188223839,60,844.9328607951684,0.5288407975007055,0,4,0.47077661493539,0,0,1
52,130366.50865152656,166974.48566491966,60,850.0,2.010904327648148,0,2,0.3334865072845957,0,0,1
61,231953.96376327972,124886.96654650538,180,732.9335662872091,2.319515352706169,1,4,0.07296868030644033,0,0,1
57,62869.900213546185,88683.58582118434,360,676.7882851053606,3.099242325669,1,0,0.112921621778012,1,0,1
39,38260.175529434084,388554.9090800682,60,682.28282409722,2.0710886985296115,1,4,1.336703127572174,1,0,1
44,29681.215438532734,69204.59770506331,180,783.21929081362,0.17186084010049862,1,1,1.3738216910106351,1,0,1
52,27687.733535871277,229608.111323925,360,803.1782025643939,0.8564077196505768,1,2,0.6303467703301467,0,0,1
18,143608.55240813582,255930.40745821124,120,645.9847145147652,0.6114707852117947,2,0,0.007073048806519826,1,0,0
52,20731.991305445677,345258.00677942875,60,807.4608173733235,2.8209878287878203,0,3,2.7160642560800206,0,0,0
54,140424.3150864851,318475.32375483273,180,761.5088984149364,1.1921040784252734,2,4,0.17272784967944713,0,1,0
64,32600.773025864564,406306.73310786154,120,805.7223741768616,1.7374809387595813,1,3,0.3244098172447353,1,0,1
31,37062.303782687675,27151.959793487884,240,539.822305492563,3.1892006623134677,1,2,1.4761639492620733,0,0,0
20,53847.495974442005,151738.1587658016,120,658.0796529851024,1.3430708613506996,1,1,0.40004160400288025,0,0,0
18,36586.764024349395,143666.38879381298,180,682.7098583101923,1.4113444469058278,0,1,0.7597036578954486,1,0,0
22,114965.32365861509,77278.36826809357,360,653.1046303588184,8.953125885500427,1,1,0.3646066350189741,1,0,1
43,213062.48668523136,148143.23565893935,240,850.0,3.9713265179744264,0,1,0.230754509566472,0,0,1
72,37789.91283252521,158333.83050073718,240,659.0132362883134,9.716149525900361,0,3,0.15905474435547223,0,0,1
31,44242.162344272554,263332.80865410174,240,746.8392420234928,3.6131468554390773,1,3,1.2187567556721945,0,1,0
56,53405.842811114424,333533.71706849674,60,715.2839915724254,11.999018246237213,0,4,1.047682802896762,0,0,0
44,87442.76416150611,193644.75423784796,180,670.977280237476,1.4701245387965731,0,1,0.1779013249296994,1,0,1
26,53774.8413959784,361137.7645001237,240,629.1359772394004,4.794295646186314,2,1,0.5549672601870117,1,0,0
32,158115.36245998708,171401.8425968921,120,850.0,3.4981585372048682,2,2,0.32553775453521466,0,0,1
32,133604.16858659073,148690.42027080638,360,677.8127671717824,12.547488328713792,1,2,0.21886218238146987,0,0,1
43,26112.681394208474,272888.08764922706,180,787.5584582421652,2.7105459393813476,2,0,1.1074494361000813,0,0,1
59,86221.74749028878,16739.59835136635,120,699.0351667049212,9.64903596627357,2,3,0.4304179916457448,1,1,0
30,173552.854023144,44495.61619883018,60,654.127833841685,4.149464962133209,1,0,0.26531605614316056,1,0,1
68,42347.02026917555,211894.9240753309,240,710.8291577455099,6.1643131588436715,2,1,0.9430898064110654,0,0,0
49,48728.26786967148,471741.79213891947,120,730.811371664299,10.897109144660392,0,3,0.7715028700575437,0,0,0
56,41372.59985719335,362148.3310224947,180,653.0414281896618,28.892122854890196,1,4,0.5390108462495592,0,0,0
66,41984.13421591627,48622.65190277609,120,623.5379381835007,6.5678141969411605,0,3,0.900445443112883,0,0,1
69,20000.0,423927.4163265325,60,747.6174009004415,1.888194025860239,1,0,0.30981861915990405,0,0,1
49,23627.806382265808,367488.8814510496,360,711.636726496976,1.7763225046357838,2,1,1.0400240552773583,0,0,0
21,63210.872787564185,307418.5302228133,240,634.7942186346182,1.848828598016992,1,0,0.17878375141993205,0,0,0
47,172735.8075513486,411045.0155015428,180,606.1564655242594,0.515195618091837,1,4,0.1867248659220512,0,1,0
54,38973.89847727104,205034.37463276376,240,734.9278834715877,0.27544397745580834,2,0,0.4034164371476481,1,1,0
40,38180.1065474051,114643.02017265711,240,508.19193351753404,4.347547162564624,2,4,0.7950760763879597,0,0,0
56,197020.83219154936,258451.57760883585,240,673.9400171372739,8.319167628668122,0,4,0.23672370778563012,0,0,1
62,27562.72999733253,276676.6690187695,120,713.5088323550674,0.18401779117693817,2,3,0.9447381183198337,0,0,0
32,20000.0,271471.55414490646,120,850.0,4.180866632127917,0,0,0.656185989002398,0,0,0
60,33524.74811266482,284711.52678265213,360,701.0481159843245,2.3241740231086423,1,0,0.3990753464787283,0,1,0
46,37648.59310662561,474608.9345283945,60,669.8808642521379,11.150633951302968,0,3,1.4442841658886587,0,0,0
53,20000.0,451611.58343263454,180,728.4560851325541,0.7855323043750261,0,3,2.3427142938748338,0,0,0
30,54741.139863604905,438479.933096675,120,628.3459244309272,4.144055713299268,0,4,0.04008612285495522,0,0,0
49,116298.15158858083,401701.32139977044,240,678.1063763401721,17.688644693376887,1,0,0.48636515475845415,0,0,0
24,24338.911828151475,471996.9130963163,60,702.930202811778,2.11585187547259,1,2,0.2774943793944791,0,0,0
68,63659.55771932112,53754.84763130461,180,762.9512357866923,6.769656913881297,0,1,0.6154070891609877,0,0,1
39,78996.19556928557,136236.01441564105,180,632.6999809715467,10.704506649957331,2,1,0.4188832722409332,0,0,1
45,56479.386356090006,250052.69309901953,180,699.4276169096988,1.0302681134863252,2,2,0.04958217591951343,0,0,0
19,68185.33646154054,424034.57409608556,180,520.8984478641131,24.48241438048578,1,1,0.2597390793295409,0,0,0
59,68742.92380897675,255057.02720375257,360,751.6680519172647,8.287541635701201,1,0,0.6771782990280895,0,1,0
62,33897.29274523849,375277.1959740864,180,676.9559988793144,0.7399731750575607,1,0,0.5431935395585558,1,0,0
74,170929.72744515227,73785.15309821353,60,850.0,1.8617333936962066,0,1,0.1686069711764457,0,0,1
70,143405.24519552177,129944.83742339729,120,735.1335351065807,4.903746792448142,0,1,0.2920188344111062,0,0,1
23,137714.4996579257,367229.16704364785,60,613.3008425960369,10.81054149199369,2,1,0.031183140795229356,0,0,1
45,121731.4926596192,86543.3343994234,240,590.6314137788811,1.0835435133643363,0,0,0.41038141994260835,0,0,0
45,20000.0,178921.18765418875,360,766.1699931237262,6.569042194736139,2,4,0.12474353946479809,0,0,1
61,114490.10333305546,136108.79761771785,360,850.0,1.577994142044781,0,3,0.1375074914729545,0,0,1
61,94742.78755773563,178181.53864012685,240,849.016375715974,8.184468242015388,0,3,0.4832456075859168,0,0,1
37,20423.33644764195,355620.4042935953,60,578.7308752468723,5.7512444300189784,0,0,2.678921205753241,0,0,0
47,51511.623045677035,187084.3546656865,60,720.3293502989502,3.700240516372392,1,0,0.8856374583961938,0,0,1
28,72675.19543065074,279855.3446909304,240,812.7020259021049,5.247196166325843,1,3,0.18740866738913245,0,0,1
72,191956.09801404213,54466.27914193278,180,565.8840287792524,10.455354325829287,0,0,0.30810914505311376,1,0,0
45,99439.69912896291,403483.75815114076,180,803.736723976412,2.4422708714334567,1,1,0.24939791517892407,0,1,0
42,32689.329573775663,188094.8696958218,120,629.7212054117077,7.332105931703331,2,0,0.6909616366125868,0,1,0
56,196176.86836404048,326024.4087215045,60,678.4527064237312,0.865255908314213,1,1,0.26462921141422696,0,0,1
50,61737.44005605547,364067.85282260715,60,727.6632404366441,6.039662592314592,0,3,0.06434569657830749,0,0,1
18,50056.678087678054,108782.1564452917,240,806.8315536685861,6.94463637041037,0,3,0.666542147909765,1,0,1
74,47620.435360553165,442914.11755190825,240,850.0,2.925929519863289,1,4,1.2166531172870583,0,0,1
44,20000.0,310031.0045454417,180,667.7066725435354,7.890231752149644,1,4,0.30039100769340754,0,0,0
74,55445.805618452774,217218.94516698332,60,652.0360254200737,4.072094338579066,2,2,0.5852731817078317,0,1,0
69,84816.01669911633,95255.91587121868,60,645.3771631282485,13.76584438367922,1,1,0.09370160648656316,0,0,1
30,45717.28215587999,471438.9642610973,360,777.9584246163037,0.5965446985629526,0,0,1.1680195166868057,0,0,0
58,80363.60946206478,378758.7610451544,120,799.555579663521,0.7010334073094299,1,2,0.4388168156160723,0,0,1
20,32693.326397709698,107972.1585529582,120,789.4413835934668,9.239346206840047,1,0,0.43055279409518304,0,0,1
56,54249.576233365704,172166.83348849113,180,726.9789319893883,9.23724705992932,0,3,0.3395893953853808,0,1,1
23,74725.61584667515,405788.75775359623,60,736.8447028896243,3.1859589895486984,2,1,0.4148223878265675,0,0,1
25,68375.00507480041,349360.4432915928,360,676.9631182720215,16.615935826657427,1,2,0.6365028610958061,1,0,1
44,20000.0,384063.2248942836,60,686.2895257909564,5.687638612695835,1,2,1.4624826311766388,1,0,1
26,44033.05295408222,223394.54559540155,240,785.3973540478021,20.329732194323853,0,1,0.25789619088269705,0,0,1
54,193730.64611732963,359655.75000787264,180,726.4291945315132,3.8006610085121317,0,3,0.219314155306891,0,0,1
50,42416.28925434614,196314.39281763727,120,652.683393547309,1.125811339310267,1,3,0.16743152193521735,1,0,1
68,60540.344976220986,109575.14388440724,60,809.9326611460845,2.9384714891026213,1,2,0.8021830394327367,0,0,1
59,56346.250322341766,318175.13224647316,180,639.2164435478161,19.68333134510344,0,3,0.4212526455357643,0,0,0
61,179470.80568219966,488126.89317140315,120,714.5697782067222,2.313463719305943,0,1,0.21821173068730423,0,1,0
41,147747.15587946028,158747.48084068816,60,575.9978770384693,15.734687011294694,1,4,0.13998245250382876,0,0,0
32,105374.05211072277,233179.94814520713,360,605.4199068400952,7.973272332136876,2,1,0.3809705623813964,1,1,0
71,30294.77034235636,338630.67867957754,180,701.9105375292004,2.9179344317922133,0,3,1.7610701147490195,0,0,0
49,76989.7930636582,273045.6096506315,60,630.3756779559003,3.903022724473015,1,3,0.5466212405131358,0,0,0
49,89103.97454505293,422496.7588759794,120,677.0849340970358,4.675317683447167,0,0,0.45210709492365697,0,0,0
41,36716.31975162892,382062.6397024104,120,821.3269980986904,5.479570930068958,1,4,1.2377234163218551,0,0,1
58,32553.430243418723,33857.115911866735,360,687.5243641610897,0.39900110871003036,1,4,0.9219526301913891,0,0,1
69,197503.16787042332,499218.51079226815,180,789.9849234157159,13.559391525975366,0,2,0.06692328215382015,0,0,1
66,48505.75266048389,377439.21459113626,180,621.928748647723,4.5440900256334436,1,3,1.008773605671911,0,0,0
66,185439.46494410592,432632.14156558603,60,754.8904333979427,13.379068595707116,0,4,0.20982006080232374,1,0,1
69,120326.67670143503,327342.86748719646,120,599.9809272095035,4.996982428133038,0,0,0.15648444176048712,0,0,0
29,79659.27437455683,428861.1383831473,120,675.0219014817382,2.819510333422894,1,4,0.20778760790384176,0,1,0
56,82188.60987550051,60629.572589711155,360,758.9494009367669,4.1842565484305,1,2,0.36496219895310333,0,1,1
19,22464.831204559443,177130.22860186122,360,701.2757229055385,8.845195925126271,1,3,0.5536805099496453,0,0,0
20,69199.04534264562,438828.3670842239,180,794.2300722702408,1.9735593952385861,0,1,0.7614892614286118,1,1,0
66,161444.10926528924,104819.32957711165,120,766.7514235397182,15.67038267030635,1,1,0.29306982127222564,1,0,1
54,96465.20498765339,43729.83879711125,60,669.1594850661254,3.136377721505463,0,3,0.1917675696748593,1,0,1
66,66705.03264091114,395118.8752728834,240,829.6948372810969,15.644833076927933,0,1,0.04443761945561563,1,0,1
73,198462.61762601073,418565.64704343164,60,743.6305070796791,10.632943101486807,1,1,0.015680965056980876,0,0,1
34,52600.00501865228,85512.8480040008,360,675.6310777058222,7.297809417093348,1,2,0.33891984377134066,0,0,1
66,38805.25782890487,427901.26147744415,60,714.576618029374,3.150277898257597,2,1,0.22807335791682426,0,0,1
19,66681.46726887161,344950.05882059893,120,709.0918250856321,4.420874361788715,1,1,0.7858245629798186,0,0,1
19,102388.24168281433,262440.92819220904,180,720.1592326413204,9.10170259006575,0,0,0.24658074432795296,0,0,1
45,20000.0,415973.8454267856,240,685.8240675055596,3.926924247330929,2,1,1.044079479160488,0,0,0
71,73087.16511087242,212528.37841288807,180,737.2527716305319,6.700673058509313,0,0,0.17888155453860402,0,0,1
40,105581.82364606824,101027.00833058162,240,778.9819703512237,7.81895510651432,0,1,0.4780374080558367,0,0,1
54,49575.44166089313,146002.07492225376,240,742.556392150865,3.5984337567441225,1,2,0.9591043153548795,0,0,0
49,129946.14006699792,255056.18905519083,120,739.1528466194088,3.8420215690793746,2,2,0.1774549960752329,0,0,1
50,93791.60796687272,268008.74237322196,120,689.9320940622936,1.1022030204843607,1,0,0.10834094052469592,0,0,1
